"","ModelID","species","RMSE_loo","dev.ex","AIC","Hit","variables","RMSE5","RMSE10"
"235",235,"Petrale Sole",0.553,0.3551,28.388676062857,0.56,"DDpre LSTlarv MLDegg",0.584,0.463
"236",236,"Petrale Sole",0.56,0.2989,30.3290065194744,0.52,"DDpre LSTpjuv MLDegg",0.584,0.463
"237",237,"Petrale Sole",0.494,0.2037,32.2456092184556,0.68,"DDpre LSTbjuv.a MLDegg",0.584,0.463
"238",238,"Petrale Sole",0.496,0.2233,31.6284384148486,0.64,"DDpre LSTbjuv.b MLDegg",0.584,0.463
"239",239,"Petrale Sole",0.517,0.4049,25.2721456064908,0.68,"CSTegg1 DDpre MLDegg",0.567,0.426
"240",240,"Petrale Sole",0.512,0.2357,31.2010072763322,0.68,"CSTlarv DDpre MLDegg",0.467,0.424
"241",241,"Petrale Sole",0.497,0.2725,30.3056902314662,0.68,"CSTpjuv DDpre MLDegg",0.419,0.399
"242",242,"Petrale Sole",0.459,0.4084,25.5794572582373,0.72,"CSTbjuv.a DDpre MLDegg",0.374,0.349
"243",243,"Petrale Sole",0.482,0.2609,30.4563353514337,0.68,"CSTbjuv.b DDpre MLDegg",0.559,0.443
"244",244,"Petrale Sole",0.476,0.2985,29.3005690843798,0.6,"DDpre LSTegg1 LSTlarv",0.584,0.463
"245",245,"Petrale Sole",0.52,0.2035,32.301053157511,0.52,"DDpre LSTegg1 LSTpjuv",0.584,0.463
"246",246,"Petrale Sole",0.495,0.0359,35.5135590524629,0.68,"DDpre LSTbjuv.a LSTegg1",0.584,0.463
"247",247,"Petrale Sole",0.498,0.0409,35.383020386022,0.68,"DDpre LSTbjuv.b LSTegg1",0.584,0.463
"248",248,"Petrale Sole",0.482,0.1883,31.2128449464338,0.48,"CSTegg1 DDpre LSTegg1",0.567,0.426
"249",249,"Petrale Sole",0.467,0.1285,32.9899800395502,0.68,"CSTlarv DDpre LSTegg1",0.467,0.424
"250",250,"Petrale Sole",0.448,0.2219,30.1544139438818,0.72,"CSTpjuv DDpre LSTegg1",0.419,0.399
"251",251,"Petrale Sole",0.47,0.1893,31.1799214166087,0.68,"CSTbjuv.a DDpre LSTegg1",0.374,0.349
"252",252,"Petrale Sole",0.485,0.1681,32.7040355244716,0.6,"CSTbjuv.b DDpre LSTegg1",0.559,0.443
"253",253,"Petrale Sole",0.476,0.2869,29.6577322775114,0.6,"DDpre LSTegg2 LSTlarv",0.584,0.463
"254",254,"Petrale Sole",0.504,0.212,31.968868997293,0.56,"DDpre LSTegg2 LSTpjuv",0.584,0.463
"255",255,"Petrale Sole",0.484,0.0796,34.3525778679688,0.72,"DDpre LSTbjuv.a LSTegg2",0.584,0.463
"256",256,"Petrale Sole",0.489,0.0873,34.1439930356413,0.6,"DDpre LSTbjuv.b LSTegg2",0.584,0.463
"257",257,"Petrale Sole",0.447,0.213,30.4388232263586,0.6,"CSTegg1 DDpre LSTegg2",0.567,0.426
"258",258,"Petrale Sole",0.48,0.154,32.2458316792744,0.68,"CSTlarv DDpre LSTegg2",0.467,0.424
"259",259,"Petrale Sole",0.453,0.2431,29.4632488484499,0.68,"CSTpjuv DDpre LSTegg2",0.419,0.399
"260",260,"Petrale Sole",0.492,0.2046,30.70515650528,0.64,"CSTbjuv.a DDpre LSTegg2",0.374,0.349
"261",261,"Petrale Sole",0.471,0.1776,31.6971969234454,0.64,"CSTbjuv.b DDpre LSTegg2",0.559,0.443
"262",262,"Petrale Sole",0.493,0.2505,30.9107812748924,0.6,"DDpre LSTbjuv.a LSTlarv",0.584,0.463
"263",263,"Petrale Sole",0.481,0.2676,30.3399960542152,0.64,"DDpre LSTbjuv.b LSTlarv",0.584,0.463
"264",264,"Petrale Sole",0.509,0.2714,30.1599416029994,0.64,"CSTegg1 DDpre LSTlarv",0.567,0.426
"265",265,"Petrale Sole",0.573,0.2607,30.6657762988622,0.56,"CSTegg2 DDpre LSTlarv",0.507,0.638
"266",266,"Petrale Sole",0.511,0.2732,30.0956847454692,0.56,"CSTlarv DDpre LSTlarv",0.467,0.424
"267",267,"Petrale Sole",0.508,0.2964,29.1969068225054,0.6,"CSTpjuv DDpre LSTlarv",0.419,0.399
"268",268,"Petrale Sole",0.485,0.3578,27.5351052743002,0.64,"CSTbjuv.a DDpre LSTlarv",0.374,0.349
"269",269,"Petrale Sole",0.472,0.2726,30.1257595470218,0.72,"CSTbjuv.b DDpre LSTlarv",0.559,0.443
"270",270,"Petrale Sole",0.524,0.1535,33.7356822195924,0.64,"DDpre LSTbjuv.a LSTpjuv",0.584,0.463
"271",271,"Petrale Sole",0.518,0.1678,33.3227544792901,0.64,"DDpre LSTbjuv.b LSTpjuv",0.584,0.463
"272",272,"Petrale Sole",0.547,0.1974,32.3755797946176,0.6,"CSTegg1 DDpre LSTpjuv",0.567,0.426
"273",273,"Petrale Sole",0.624,0.1762,33.4398938909831,0.52,"CSTegg2 DDpre LSTpjuv",0.507,0.638
"274",274,"Petrale Sole",0.537,0.1888,32.5820101987687,0.6,"CSTlarv DDpre LSTpjuv",0.467,0.424
"275",275,"Petrale Sole",0.523,0.2166,31.461211156749,0.64,"CSTpjuv DDpre LSTpjuv",0.419,0.399
"276",276,"Petrale Sole",0.507,0.2518,30.3310001349413,0.68,"CSTbjuv.a DDpre LSTpjuv",0.374,0.349
"277",277,"Petrale Sole",0.518,0.1935,32.5089808283876,0.68,"CSTbjuv.b DDpre LSTpjuv",0.559,0.443
"278",278,"Petrale Sole",0.518,0.0703,34.6044011700837,0.64,"CSTegg1 DDpre LSTbjuv.a",0.567,0.426
"279",279,"Petrale Sole",0.584,0.0758,35.4730135255257,0.64,"CSTegg2 DDpre LSTbjuv.a",0.507,0.638
"280",280,"Petrale Sole",0.492,0.0776,34.4083850993911,0.64,"CSTlarv DDpre LSTbjuv.a",0.467,0.424
"281",281,"Petrale Sole",0.474,0.1502,32.3597277689723,0.68,"CSTpjuv DDpre LSTbjuv.a",0.419,0.399
"282",282,"Petrale Sole",0.485,0.1875,31.5219068053871,0.68,"CSTbjuv.a DDpre LSTbjuv.a",0.374,0.349
"283",283,"Petrale Sole",0.516,0.0736,34.8509824738896,0.6,"CSTbjuv.b DDpre LSTbjuv.a",0.559,0.443
"284",284,"Petrale Sole",0.525,0.1281,33.7516836854417,0.6,"CSTegg1 DDpre LSTbjuv.b",0.567,0.426
"285",285,"Petrale Sole",0.588,0.0916,35.0610127695579,0.64,"CSTegg2 DDpre LSTbjuv.b",0.507,0.638
"286",286,"Petrale Sole",0.488,0.1062,33.6192923841723,0.68,"CSTlarv DDpre LSTbjuv.b",0.467,0.424
"287",287,"Petrale Sole",0.468,0.1818,31.4127406653874,0.64,"CSTpjuv DDpre LSTbjuv.b",0.419,0.399
"288",288,"Petrale Sole",0.457,0.2843,29.3611118645825,0.64,"CSTbjuv.a DDpre LSTbjuv.b",0.374,0.349
"289",289,"Petrale Sole",0.512,0.2158,32.6217152074704,0.6,"CSTbjuv.b DDpre LSTbjuv.b",0.559,0.443
"290",290,"Petrale Sole",0.524,0.1235,33.1332290217334,0.64,"CSTegg1 CSTlarv DDpre",0.567,0.426
"291",291,"Petrale Sole",0.508,0.2008,30.8231541598004,0.64,"CSTegg1 CSTpjuv DDpre",0.567,0.426
"292",292,"Petrale Sole",0.503,0.2093,30.5557854404042,0.64,"CSTbjuv.a CSTegg1 DDpre",0.374,0.349
"293",293,"Petrale Sole",0.487,0.0911,34.0389265443986,0.6,"CSTbjuv.b CSTegg1 DDpre",0.559,0.443
"294",294,"Petrale Sole",0.569,0.0909,34.4427201831852,0.64,"CSTegg2 CSTlarv DDpre",0.507,0.638
"295",295,"Petrale Sole",0.549,0.148,32.4246073957375,0.68,"CSTegg2 CSTpjuv DDpre",0.507,0.638
"296",296,"Petrale Sole",0.555,0.2434,30.565651795337,0.56,"CSTbjuv.a CSTegg2 DDpre",0.374,0.349
"297",297,"Petrale Sole",0.579,0.1347,33.9204433846435,0.68,"CSTbjuv.b CSTegg2 DDpre",0.559,0.443
"298",298,"Petrale Sole",0.473,0.1836,31.3549701226918,0.68,"CSTbjuv.a CSTlarv DDpre",0.374,0.349
"299",299,"Petrale Sole",0.474,0.1795,31.4803909182982,0.64,"CSTbjuv.b CSTlarv DDpre",0.559,0.443
"300",300,"Petrale Sole",0.468,0.2281,29.9551523397364,0.72,"CSTbjuv.a CSTpjuv DDpre",0.374,0.349
"301",301,"Petrale Sole",0.456,0.2387,29.6078334115549,0.72,"CSTbjuv.b CSTpjuv DDpre",0.559,0.443
"302",302,"Petrale Sole",0.463,0.1978,30.9165020443004,0.72,"CSTbjuv.a CSTbjuv.b DDpre",0.374,0.349
"303",303,"Petrale Sole",0.52,0.3061,29.4453327642529,0.48,"MLDegg Tpre.a Tpre.b",0.503,0.474
"304",304,"Petrale Sole",0.491,0.0886,34.1074607129264,0.64,"LSTegg1 Tpre.a Tpre.b",0.491,0.538
"305",305,"Petrale Sole",0.494,0.116,33.3462288860509,0.48,"LSTegg2 Tpre.a Tpre.b",0.465,0.442
"306",306,"Petrale Sole",0.505,0.2682,30.2506298569773,0.52,"LSTpjuv Tpre.a Tpre.b",0.464,0.432
"307",307,"Petrale Sole",0.465,0.1465,32.4683271558802,0.6,"CSTegg1 Tpre.a Tpre.b",0.567,0.426
"308",308,"Petrale Sole",0.572,0.1233,33.8304596469216,0.6,"CSTegg2 Tpre.a Tpre.b",0.507,0.638
"309",309,"Petrale Sole",0.471,0.1529,32.654848216194,0.64,"CSTlarv Tpre.a Tpre.b",0.467,0.424
"310",310,"Petrale Sole",0.455,0.2089,30.6535845994726,0.68,"CSTpjuv Tpre.a Tpre.b",0.419,0.399
"311",311,"Petrale Sole",0.457,0.2298,29.8982995842963,0.72,"CSTbjuv.a Tpre.a Tpre.b",0.374,0.349
"312",312,"Petrale Sole",0.495,0.1545,32.6560383562982,0.64,"CSTbjuv.b Tpre.a Tpre.b",0.559,0.443
"313",313,"Petrale Sole",0.488,0.0936,33.9707790061572,0.68,"DDegg1 LSTegg2 Tpre.a",0.504,0.52
"314",314,"Petrale Sole",0.488,0.2842,29.7362671855118,0.52,"DDegg1 LSTpjuv Tpre.a",0.504,0.52
"315",315,"Petrale Sole",0.507,0.2782,29.5846660211226,0.56,"CSTegg1 DDegg1 Tpre.a",0.567,0.426
"316",316,"Petrale Sole",0.5,0.1249,33.522024178265,0.64,"CSTlarv DDegg1 Tpre.a",0.467,0.424
"317",317,"Petrale Sole",0.487,0.2104,31.2512610943944,0.68,"CSTpjuv DDegg1 Tpre.a",0.419,0.399
"318",318,"Petrale Sole",0.493,0.2585,30.1493929111157,0.68,"CSTbjuv.a DDegg1 Tpre.a",0.374,0.349
"319",319,"Petrale Sole",0.477,0.2336,30.7493132724788,0.64,"CSTbjuv.b DDegg1 Tpre.a",0.559,0.443
"320",320,"Petrale Sole",0.483,0.0869,34.1539570217127,0.68,"DDegg2 LSTegg2 Tpre.a",0.505,0.517
"321",321,"Petrale Sole",0.499,0.2737,30.0972974463685,0.52,"DDegg2 LSTpjuv Tpre.a",0.505,0.517
"322",322,"Petrale Sole",0.515,0.2525,30.3843476366697,0.56,"CSTegg1 DDegg2 Tpre.a",0.567,0.426
"323",323,"Petrale Sole",0.498,0.0992,33.8409938773261,0.64,"CSTlarv DDegg2 Tpre.a",0.467,0.424
"324",324,"Petrale Sole",0.487,0.1916,31.6089602898833,0.68,"CSTpjuv DDegg2 Tpre.a",0.419,0.399
"325",325,"Petrale Sole",0.504,0.242,30.602609406318,0.72,"CSTbjuv.a DDegg2 Tpre.a",0.374,0.349
"326",326,"Petrale Sole",0.489,0.194,31.758171856441,0.6,"CSTbjuv.b DDegg2 Tpre.a",0.559,0.443
"327",327,"Petrale Sole",0.508,0.288,29.7250902577208,0.52,"DDlarv MLDegg Tpre.a",0.513,0.428
"328",328,"Petrale Sole",0.495,0.1563,33.1416741806943,0.64,"DDlarv LSTegg1 Tpre.a",0.513,0.428
"329",329,"Petrale Sole",0.49,0.1584,32.8071717691698,0.56,"DDlarv LSTegg2 Tpre.a",0.513,0.428
"330",330,"Petrale Sole",0.484,0.4293,25.8278494209161,0.56,"DDlarv LSTpjuv Tpre.a",0.513,0.428
"331",331,"Petrale Sole",0.463,0.2696,29.8760279293589,0.64,"CSTegg1 DDlarv Tpre.a",0.567,0.426
"332",332,"Petrale Sole",0.563,0.1919,32.3273085549285,0.68,"CSTegg2 DDlarv Tpre.a",0.507,0.638
"333",333,"Petrale Sole",0.471,0.2119,31.7020755117693,0.64,"CSTlarv DDlarv Tpre.a",0.467,0.424
"334",334,"Petrale Sole",0.46,0.2778,29.5742760074054,0.68,"CSTpjuv DDlarv Tpre.a",0.419,0.399
"335",335,"Petrale Sole",0.414,0.42,24.5192941263015,0.68,"CSTbjuv.a DDlarv Tpre.a",0.374,0.349
"336",336,"Petrale Sole",0.463,0.3183,28.3322877190624,0.68,"CSTbjuv.b DDlarv Tpre.a",0.559,0.443
"337",337,"Petrale Sole",0.504,0.2675,29.9773531904626,0.56,"DDpjuv MLDegg Tpre.a",0.548,0.443
"338",338,"Petrale Sole",0.497,0.1498,33.4121699203873,0.64,"DDpjuv LSTegg1 Tpre.a",0.548,0.443
"339",339,"Petrale Sole",0.491,0.1548,33.0384764827484,0.6,"DDpjuv LSTegg2 Tpre.a",0.548,0.443
"340",340,"Petrale Sole",0.491,0.4027,26.8741075099421,0.6,"DDpjuv LSTpjuv Tpre.a",0.548,0.443
"341",341,"Petrale Sole",0.468,0.2782,29.6947090040392,0.68,"CSTegg1 DDpjuv Tpre.a",0.567,0.426
"342",342,"Petrale Sole",0.57,0.1849,32.5952870415137,0.64,"CSTegg2 DDpjuv Tpre.a",0.507,0.638
"343",343,"Petrale Sole",0.477,0.2111,31.8065847688707,0.56,"CSTlarv DDpjuv Tpre.a",0.467,0.424
"344",344,"Petrale Sole",0.465,0.2702,29.8611089360754,0.68,"CSTpjuv DDpjuv Tpre.a",0.419,0.399
"345",345,"Petrale Sole",0.414,0.4452,23.4694581325128,0.64,"CSTbjuv.a DDpjuv Tpre.a",0.374,0.349
"346",346,"Petrale Sole",0.467,0.3078,28.7437018481169,0.68,"CSTbjuv.b DDpjuv Tpre.a",0.559,0.443
"347",347,"Petrale Sole",0.523,0.2644,30.5396471628235,0.52,"DDbjuv.a MLDegg Tpre.a",0.456,0.4
"348",348,"Petrale Sole",0.496,0.1231,33.9783672518394,0.68,"DDbjuv.a LSTegg1 Tpre.a",0.456,0.4
"349",349,"Petrale Sole",0.489,0.1523,33.1663296945673,0.56,"DDbjuv.a LSTegg2 Tpre.a",0.456,0.4
"350",350,"Petrale Sole",0.554,0.2673,30.3033374444514,0.56,"DDbjuv.a LSTpjuv Tpre.a",0.456,0.4
"351",351,"Petrale Sole",0.466,0.1958,32.0037703470708,0.68,"CSTegg1 DDbjuv.a Tpre.a",0.567,0.426
"352",352,"Petrale Sole",0.582,0.1543,33.7051767127537,0.64,"CSTegg2 DDbjuv.a Tpre.a",0.507,0.638
"353",353,"Petrale Sole",0.481,0.1781,32.5850715461924,0.64,"CSTlarv DDbjuv.a Tpre.a",0.467,0.424
"354",354,"Petrale Sole",0.465,0.2039,30.7268822831762,0.76,"CSTpjuv DDbjuv.a Tpre.a",0.419,0.399
"355",355,"Petrale Sole",0.484,0.2773,29.2550403349628,0.68,"CSTbjuv.a DDbjuv.a Tpre.a",0.374,0.349
"356",356,"Petrale Sole",0.499,0.2095,31.7481790787685,0.72,"CSTbjuv.b DDbjuv.a Tpre.a",0.559,0.443
"357",357,"Petrale Sole",0.501,0.3233,28.9547823686382,0.48,"DDbjuv.b MLDegg Tpre.a",0.446,0.396
"358",358,"Petrale Sole",0.502,0.1043,33.9932800303695,0.6,"DDbjuv.b LSTegg1 Tpre.a",0.446,0.396
"359",359,"Petrale Sole",0.501,0.1284,33.2775462813295,0.48,"DDbjuv.b LSTegg2 Tpre.a",0.446,0.396
"360",360,"Petrale Sole",0.531,0.277,29.9611649444488,0.52,"DDbjuv.b LSTpjuv Tpre.a",0.446,0.396
"361",361,"Petrale Sole",0.477,0.1904,31.8091373823156,0.56,"CSTegg1 DDbjuv.b Tpre.a",0.567,0.426
"362",362,"Petrale Sole",0.583,0.1293,33.6911460726909,0.6,"CSTegg2 DDbjuv.b Tpre.a",0.507,0.638
"363",363,"Petrale Sole",0.487,0.171,32.5769261861943,0.64,"CSTlarv DDbjuv.b Tpre.a",0.467,0.424
"364",364,"Petrale Sole",0.473,0.2016,30.7986221521374,0.68,"CSTpjuv DDbjuv.b Tpre.a",0.419,0.399
"365",365,"Petrale Sole",0.479,0.3004,28.7161754547896,0.72,"CSTbjuv.a DDbjuv.b Tpre.a",0.374,0.349
"366",366,"Petrale Sole",0.507,0.1996,31.7831584967552,0.68,"CSTbjuv.b DDbjuv.b Tpre.a",0.559,0.443
"367",367,"Petrale Sole",0.492,0.1524,32.9327017259105,0.64,"LSTegg1 MLDegg Tpre.a",0.491,0.538
"368",368,"Petrale Sole",0.485,0.1637,32.6672317480324,0.6,"LSTegg2 MLDegg Tpre.a",0.465,0.442
"369",369,"Petrale Sole",0.546,0.2311,32.3950540263268,0.52,"LSTpjuv MLDegg Tpre.a",0.464,0.432
"370",370,"Petrale Sole",0.505,0.3208,28.4909599071862,0.64,"CSTegg1 MLDegg Tpre.a",0.567,0.426
"371",371,"Petrale Sole",0.478,0.2039,32.0509229006648,0.72,"CSTlarv MLDegg Tpre.a",0.467,0.424
"372",372,"Petrale Sole",0.463,0.2361,30.7965607741243,0.72,"CSTpjuv MLDegg Tpre.a",0.419,0.399
"373",373,"Petrale Sole",0.42,0.4078,24.8676051332517,0.76,"CSTbjuv.a MLDegg Tpre.a",0.374,0.349
"374",374,"Petrale Sole",0.492,0.1785,32.8236340927113,0.72,"CSTbjuv.b MLDegg Tpre.a",0.559,0.443
"375",375,"Petrale Sole",0.497,0.2033,32.3089994686048,0.56,"LSTegg1 LSTpjuv Tpre.a",0.491,0.538
"376",376,"Petrale Sole",0.452,0.1811,31.4331644025283,0.52,"CSTegg1 LSTegg1 Tpre.a",0.567,0.426
"377",377,"Petrale Sole",0.452,0.1191,33.2562097450222,0.72,"CSTlarv LSTegg1 Tpre.a",0.467,0.424
"378",378,"Petrale Sole",0.431,0.213,30.4395261013078,0.76,"CSTpjuv LSTegg1 Tpre.a",0.419,0.399
"379",379,"Petrale Sole",0.455,0.176,31.5871793467716,0.72,"CSTbjuv.a LSTegg1 Tpre.a",0.374,0.349
"380",380,"Petrale Sole",0.461,0.1373,32.7344891279133,0.6,"CSTbjuv.b LSTegg1 Tpre.a",0.559,0.443
"381",381,"Petrale Sole",0.484,0.2183,31.8010000341156,0.52,"LSTegg2 LSTpjuv Tpre.a",0.465,0.442
"382",382,"Petrale Sole",0.432,0.2134,30.426119560199,0.64,"CSTegg1 LSTegg2 Tpre.a",0.567,0.426
"383",383,"Petrale Sole",0.473,0.2122,31.4560942960803,0.68,"CSTlarv LSTegg2 Tpre.a",0.467,0.424
"384",384,"Petrale Sole",0.442,0.3284,27.6811398471109,0.76,"CSTpjuv LSTegg2 Tpre.a",0.419,0.399
"385",385,"Petrale Sole",0.469,0.194,31.0357846265328,0.72,"CSTbjuv.a LSTegg2 Tpre.a",0.374,0.349
"386",386,"Petrale Sole",0.453,0.1699,31.7711641011283,0.6,"CSTbjuv.b LSTegg2 Tpre.a",0.559,0.443
"387",387,"Petrale Sole",0.477,0.1821,32.784033196668,0.68,"CSTegg1 LSTpjuv Tpre.a",0.567,0.426
"388",388,"Petrale Sole",0.599,0.1735,33.5341566174562,0.56,"CSTegg2 LSTpjuv Tpre.a",0.507,0.638
"389",389,"Petrale Sole",0.488,0.1847,32.6830138175439,0.64,"CSTlarv LSTpjuv Tpre.a",0.467,0.424
"390",390,"Petrale Sole",0.483,0.217,31.4013994794212,0.68,"CSTpjuv LSTpjuv Tpre.a",0.419,0.399
"391",391,"Petrale Sole",0.481,0.2629,30.0513823507392,0.68,"CSTbjuv.a LSTpjuv Tpre.a",0.374,0.349
"392",392,"Petrale Sole",0.483,0.177,32.91066350505,0.68,"CSTbjuv.b LSTpjuv Tpre.a",0.559,0.443
"393",393,"Petrale Sole",0.434,0.1241,33.1135663662229,0.68,"CSTegg1 CSTlarv Tpre.a",0.567,0.426
"394",394,"Petrale Sole",0.42,0.2066,30.6418279850639,0.68,"CSTegg1 CSTpjuv Tpre.a",0.567,0.426
"395",395,"Petrale Sole",0.447,0.2081,30.5957333008923,0.64,"CSTbjuv.a CSTegg1 Tpre.a",0.374,0.349
"396",396,"Petrale Sole",0.457,0.0916,34.0259691560158,0.64,"CSTbjuv.b CSTegg1 Tpre.a",0.559,0.443
"397",397,"Petrale Sole",0.546,0.0955,34.3870785343039,0.68,"CSTegg2 CSTlarv Tpre.a",0.507,0.638
"398",398,"Petrale Sole",0.525,0.152,32.3192660911073,0.72,"CSTegg2 CSTpjuv Tpre.a",0.507,0.638
"399",399,"Petrale Sole",0.53,0.2547,30.2735080342498,0.64,"CSTbjuv.a CSTegg2 Tpre.a",0.374,0.349
"400",400,"Petrale Sole",0.56,0.1363,33.8006398429023,0.68,"CSTbjuv.b CSTegg2 Tpre.a",0.559,0.443
"401",401,"Petrale Sole",0.436,0.1811,31.4314299096002,0.68,"CSTbjuv.a CSTlarv Tpre.a",0.374,0.349
"402",402,"Petrale Sole",0.444,0.1792,31.4902155858319,0.64,"CSTbjuv.b CSTlarv Tpre.a",0.559,0.443
"403",403,"Petrale Sole",0.425,0.2323,29.8182003328813,0.8,"CSTbjuv.a CSTpjuv Tpre.a",0.374,0.349
"404",404,"Petrale Sole",0.438,0.2366,29.6773340404695,0.72,"CSTbjuv.b CSTpjuv Tpre.a",0.559,0.443
"405",405,"Petrale Sole",0.451,0.1956,30.9848600191802,0.72,"CSTbjuv.a CSTbjuv.b Tpre.a",0.374,0.349
"406",406,"Petrale Sole",0.493,0.2658,29.9034562273873,0.56,"LSTegg1 MLDegg Tpre.b",0.491,0.538
"407",407,"Petrale Sole",0.496,0.2713,29.9930448693319,0.56,"LSTegg2 MLDegg Tpre.b",0.465,0.442
"408",408,"Petrale Sole",0.538,0.4015,26.4049294738183,0.52,"LSTlarv MLDegg Tpre.b",0.439,0.426
"409",409,"Petrale Sole",0.541,0.373,27.6158058057578,0.56,"LSTpjuv MLDegg Tpre.b",0.464,0.432
"410",410,"Petrale Sole",0.466,0.316,28.2617370019437,0.6,"LSTbjuv.b MLDegg Tpre.b",0.553,0.464
"411",411,"Petrale Sole",0.525,0.4469,23.8698644213531,0.52,"CSTegg1 MLDegg Tpre.b",0.567,0.426
"412",412,"Petrale Sole",0.489,0.3023,28.9108895962784,0.56,"CSTlarv MLDegg Tpre.b",0.467,0.424
"413",413,"Petrale Sole",0.479,0.3174,28.2486887710581,0.64,"CSTpjuv MLDegg Tpre.b",0.419,0.399
"414",414,"Petrale Sole",0.413,0.4947,21.6249425309592,0.72,"CSTbjuv.a MLDegg Tpre.b",0.374,0.349
"415",415,"Petrale Sole",0.494,0.3054,28.7946190089668,0.56,"CSTbjuv.b MLDegg Tpre.b",0.559,0.443
"416",416,"Petrale Sole",0.468,0.3608,27.0037299707705,0.68,"LSTegg1 LSTlarv Tpre.b",0.491,0.538
"417",417,"Petrale Sole",0.509,0.29,29.5285779445536,0.64,"LSTegg1 LSTpjuv Tpre.b",0.491,0.538
"418",418,"Petrale Sole",0.467,0.1395,32.6703327520643,0.6,"LSTbjuv.b LSTegg1 Tpre.b",0.553,0.464
"419",419,"Petrale Sole",0.445,0.2157,30.3539664591245,0.56,"CSTegg1 LSTegg1 Tpre.b",0.567,0.426
"420",420,"Petrale Sole",0.464,0.1493,32.383960897508,0.6,"CSTlarv LSTegg1 Tpre.b",0.467,0.424
"421",421,"Petrale Sole",0.453,0.223,30.1206147168624,0.8,"CSTpjuv LSTegg1 Tpre.b",0.419,0.399
"422",422,"Petrale Sole",0.464,0.2305,30.2650608134106,0.72,"CSTbjuv.a LSTegg1 Tpre.b",0.374,0.349
"423",423,"Petrale Sole",0.476,0.1679,31.8318946197258,0.64,"CSTbjuv.b LSTegg1 Tpre.b",0.559,0.443
"424",424,"Petrale Sole",0.482,0.3518,27.327298064849,0.6,"LSTegg2 LSTlarv Tpre.b",0.465,0.442
"425",425,"Petrale Sole",0.508,0.2942,29.3548024767555,0.68,"LSTegg2 LSTpjuv Tpre.b",0.465,0.442
"426",426,"Petrale Sole",0.463,0.1768,31.5620880689709,0.56,"LSTbjuv.b LSTegg2 Tpre.b",0.553,0.464
"427",427,"Petrale Sole",0.44,0.2483,29.6849459189747,0.48,"CSTegg1 LSTegg2 Tpre.b",0.567,0.426
"428",428,"Petrale Sole",0.48,0.1702,31.9007944798023,0.64,"CSTlarv LSTegg2 Tpre.b",0.467,0.424
"429",429,"Petrale Sole",0.468,0.2357,29.7070215832979,0.8,"CSTpjuv LSTegg2 Tpre.b",0.419,0.399
"430",430,"Petrale Sole",0.483,0.2404,30.0593433529333,0.76,"CSTbjuv.a LSTegg2 Tpre.b",0.374,0.349
"431",431,"Petrale Sole",0.47,0.2241,30.4811335101876,0.6,"CSTbjuv.b LSTegg2 Tpre.b",0.559,0.443
"432",432,"Petrale Sole",0.428,0.3913,25.7437582437251,0.72,"LSTbjuv.b LSTlarv Tpre.b",0.553,0.464
"433",433,"Petrale Sole",0.459,0.3556,27.1352877814196,0.6,"CSTegg1 LSTlarv Tpre.b",0.567,0.426
"434",434,"Petrale Sole",0.544,0.3346,27.9795004378099,0.68,"CSTegg2 LSTlarv Tpre.b",0.507,0.638
"435",435,"Petrale Sole",0.496,0.3475,27.4567276620153,0.64,"CSTlarv LSTlarv Tpre.b",0.467,0.424
"436",436,"Petrale Sole",0.506,0.364,26.7601216389012,0.68,"CSTpjuv LSTlarv Tpre.b",0.419,0.399
"437",437,"Petrale Sole",0.505,0.4054,25.1079149893846,0.68,"CSTbjuv.a LSTlarv Tpre.b",0.374,0.349
"438",438,"Petrale Sole",0.474,0.3501,27.3447796443914,0.64,"CSTbjuv.b LSTlarv Tpre.b",0.559,0.443
"439",439,"Petrale Sole",0.445,0.3234,28.2986612221129,0.72,"LSTbjuv.b LSTpjuv Tpre.b",0.553,0.464
"440",440,"Petrale Sole",0.469,0.3079,28.8247090730123,0.52,"CSTegg1 LSTpjuv Tpre.b",0.567,0.426
"441",441,"Petrale Sole",0.587,0.266,30.3129205285311,0.52,"CSTegg2 LSTpjuv Tpre.b",0.507,0.638
"442",442,"Petrale Sole",0.525,0.286,29.580218871108,0.6,"CSTlarv LSTpjuv Tpre.b",0.467,0.424
"443",443,"Petrale Sole",0.519,0.3035,28.827978279675,0.68,"CSTpjuv LSTpjuv Tpre.b",0.419,0.399
"444",444,"Petrale Sole",0.544,0.3427,27.4527204293253,0.68,"CSTbjuv.a LSTpjuv Tpre.b",0.374,0.349
"445",445,"Petrale Sole",0.491,0.2958,29.2484622376974,0.72,"CSTbjuv.b LSTpjuv Tpre.b",0.559,0.443
"446",446,"Petrale Sole",0.447,0.2063,30.6501539764464,0.56,"CSTegg1 LSTbjuv.b Tpre.b",0.567,0.426
"447",447,"Petrale Sole",0.553,0.1785,32.0774124082121,0.6,"CSTegg2 LSTbjuv.b Tpre.b",0.507,0.638
"448",448,"Petrale Sole",0.426,0.2127,30.4494855105245,0.6,"CSTlarv LSTbjuv.b Tpre.b",0.467,0.424
"449",449,"Petrale Sole",0.417,0.2748,28.3930175297888,0.8,"CSTpjuv LSTbjuv.b Tpre.b",0.419,0.399
"450",450,"Petrale Sole",0.447,0.3359,27.0226919872759,0.8,"CSTbjuv.a LSTbjuv.b Tpre.b",0.374,0.349
